18,1,12,8,8,11,11,11,11,46,46,46,46,46,46
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,FACET_COUNT,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
128,96,9,200,0,2,256,1,140,104,64,39,SUCCESS,-1
128,96,9,200,0,2,512,1,140,104,66,39,SUCCESS,-1
128,96,9,200,0,2,1024,1,140,104,64,39,SUCCESS,-1
128,96,9,200,0,3,1,1,140,189,301,259,SUCCESS,-1
128,96,9,200,0,3,2,1,140,189,205,167,SUCCESS,-1
128,96,9,200,0,3,4,1,140,189,163,126,SUCCESS,-1
128,96,9,200,0,3,8,1,140,189,114,82,SUCCESS,-1
128,96,9,200,0,3,16,1,140,189,141,105,SUCCESS,-1
128,96,9,200,0,3,32,1,140,189,191,152,SUCCESS,-1
128,96,9,200,0,3,64,1,140,189,191,152,SUCCESS,-1
128,96,9,200,0,3,128,1,140,189,195,153,SUCCESS,-1
128,96,9,200,0,3,256,1,140,189,193,155,SUCCESS,-1
128,96,9,200,0,3,512,1,140,189,194,155,SUCCESS,-1
128,96,9,200,0,3,1024,1,140,189,192,155,SUCCESS,-1
128,96,9,200,0,4,1,1,140,305,251,248,SUCCESS,-1
128,96,9,200,0,4,2,1,140,305,146,142,SUCCESS,-1
128,96,9,200,0,4,4,1,140,305,79,76,SUCCESS,-1
